applicant_id,credit_score,annual_income,debt_to_income,employment_length_years,age,num_open_accounts,delinquencies_2yr,loan_amount_requested,zip_tier,protected_group,gender,loan_approved
APP104758,733,55700.0,0.07,8.4,47,6,0,14000.0,2,Group A,Female,1
APP104759,741,56300.0,0.407,15.9,47,3,0,28400.0,3,Group B,Female,1
APP104760,629,43300.0,0.448,3.3,58,6,0,23200.0,4,Group A,Male,0
APP104761,712,100800.0,0.465,8.9,55,2,0,28700.0,3,Group A,Female,1
APP104762,850,34900.0,0.313,1.9,24,5,1,41500.0,5,Group B,Male,1
APP104763,687,39100.0,0.388,1.6,22,5,0,9800.0,1,Group A,Female,1
APP104764,740,60300.0,0.363,10.8,34,12,0,22600.0,5,Group A,Female,1
APP104765,782,67500.0,0.178,8.4,21,4,1,12800.0,5,Group A,Male,1
APP104766,843,83800.0,0.422,0.7,57,6,0,24400.0,1,Group A,Male,1
APP104767,696,51800.0,0.493,17.8,23,8,0,14400.0,3,Group A,Male,0
APP104768,761,105100.0,0.416,2.9,37,5,0,14700.0,2,Group A,Female,1
APP104769,629,51900.0,0.285,8.4,31,5,0,8500.0,4,Group B,Female,0
APP104770,682,43800.0,0.421,2.5,22,4,1,22700.0,5,Group A,Male,1
APP104771,651,41500.0,0.483,1.3,55,6,0,33400.0,5,Group A,Male,1
APP104772,557,49400.0,0.468,10.6,34,6,0,8700.0,5,Group A,Male,0
APP104773,576,40000.0,0.453,16.3,64,7,2,1000.0,1,Group A,Female,0
APP104774,708,86000.0,0.165,3.5,58,1,1,24200.0,2,Group A,Male,1
APP104775,709,44000.0,0.384,1.5,41,6,0,29600.0,4,Group A,Male,1
APP104776,612,64800.0,0.411,10.4,21,2,1,41300.0,3,Group A,Female,0
APP104777,781,43300.0,0.454,7.2,37,13,0,16900.0,2,Group A,Male,0
APP104778,608,39800.0,0.397,0.2,68,5,0,16900.0,2,Group A,Female,0
APP104779,697,94600.0,0.511,0.1,46,2,0,23500.0,1,Group A,Male,1
APP104780,653,106500.0,0.139,4.3,39,4,0,10200.0,3,Group A,Male,1
APP104781,687,98500.0,0.401,3.4,34,8,0,11600.0,1,Group B,Female,1
APP104782,738,32700.0,0.393,6.4,52,7,1,26200.0,5,Group B,Male,0
APP104783,729,36000.0,0.439,1.9,45,7,1,5700.0,1,Group A,Male,1
APP104784,726,115500.0,0.51,0.5,44,5,1,8900.0,3,Group B,Female,1
APP104785,718,61900.0,0.242,10.6,55,8,0,4700.0,4,Group B,Female,1
APP104786,597,35000.0,0.506,2.5,54,6,0,11500.0,2,Group A,Female,0
APP104787,754,94000.0,0.43,3.7,46,7,1,14900.0,3,Group B,Male,1
APP104788,611,69600.0,0.319,5.2,22,5,0,15600.0,3,Group A,Male,0
APP104789,673,81700.0,0.24,3.5,29,2,0,16000.0,4,Group B,Male,1
APP104790,657,18000.0,0.362,6.0,34,4,0,24900.0,3,Group A,Female,0
APP104791,703,60200.0,0.371,11.9,41,7,0,16500.0,3,Group A,Female,1
APP104792,648,90800.0,0.378,1.7,59,2,0,10700.0,2,Group A,Female,0
APP104793,670,52600.0,0.271,7.3,66,5,0,7300.0,3,Group B,Female,1
APP104794,785,97600.0,0.407,13.8,46,8,0,14600.0,3,Group A,Male,1
APP104795,596,36400.0,0.295,2.2,48,6,0,35300.0,3,Group A,Female,0
APP104796,680,65300.0,0.474,15.8,23,4,0,20300.0,3,Group A,Male,0
APP104797,608,107500.0,0.528,2.7,36,6,0,33400.0,2,Group A,Male,0
APP104798,724,40400.0,0.251,7.5,34,5,0,1000.0,2,Group B,Female,1
APP104799,633,74500.0,0.347,2.9,33,8,0,9500.0,3,Group B,Female,0
APP104800,683,82000.0,0.447,2.2,48,12,0,1600.0,2,Group A,Male,0
APP104801,594,70200.0,0.37,5.6,36,6,0,16800.0,2,Group A,Male,0
APP104802,764,62000.0,0.191,0.4,21,4,0,22200.0,1,Group A,Female,1
APP104803,685,47000.0,0.435,1.1,51,2,0,26400.0,3,Group A,Male,0
APP104804,689,72700.0,0.273,3.4,55,4,0,24700.0,2,Group B,Female,1
APP104805,734,65500.0,0.362,10.9,44,5,0,26600.0,3,Group B,Female,0
APP104806,599,33500.0,0.231,1.3,39,5,0,15900.0,3,Group A,Male,1
APP104807,640,94400.0,0.427,13.3,30,6,0,13000.0,1,Group A,Male,0
APP104808,691,46200.0,0.294,3.2,31,8,0,9600.0,3,Group A,Male,1
APP104809,565,34200.0,0.439,8.9,54,5,0,32000.0,2,Group A,Female,0
APP104810,572,53700.0,0.316,3.3,32,9,1,25000.0,5,Group A,Male,0
APP104811,627,46600.0,0.287,3.3,65,1,0,14500.0,4,Group B,Female,0
APP104812,606,61800.0,0.385,4.4,52,6,0,18500.0,4,Group A,Male,0
APP104813,658,38200.0,0.222,1.0,45,3,2,27200.0,4,Group B,Female,0
APP104814,714,78800.0,0.538,6.1,74,8,0,11700.0,5,Group A,Male,0
APP104815,729,101100.0,0.36,3.4,56,4,0,20400.0,3,Group A,Male,1
APP104816,798,70500.0,0.278,1.6,36,7,0,16300.0,4,Group A,Female,1
APP104817,679,33300.0,0.296,0.4,29,6,0,29400.0,1,Group A,Female,0
APP104818,690,46100.0,0.342,7.0,36,5,0,15200.0,4,Group A,Male,0
APP104819,678,73300.0,0.45,1.4,40,7,0,24200.0,3,Group A,Male,0
APP104820,701,20800.0,0.242,7.2,32,5,0,9100.0,3,Group B,Female,0
APP104821,706,38400.0,0.299,3.6,28,5,0,8100.0,5,Group A,Male,0
APP104822,740,28500.0,0.335,,44,7,0,7000.0,3,Group A,Male,1
APP104823,740,70800.0,0.51,3.0,52,4,0,26800.0,5,Group B,Male,1
APP104824,714,119900.0,0.45,0.7,63,7,0,23800.0,1,Group A,Male,1
APP104825,778,37700.0,0.515,1.5,42,5,0,30000.0,3,Group A,Female,1
APP104826,682,87600.0,0.343,6.0,48,8,0,23700.0,3,Group A,Female,1
APP104827,640,54500.0,0.498,14.4,21,6,0,19200.0,1,Group A,Female,0
APP104828,651,36300.0,0.479,0.3,51,10,0,15500.0,3,Group B,Female,1
APP104829,673,105500.0,0.417,0.2,29,8,2,27200.0,1,Group B,Male,1
APP104830,610,119800.0,0.425,17.4,45,3,0,23600.0,1,Group A,Female,1
APP104831,640,77900.0,0.275,5.7,40,4,1,10800.0,3,Group A,Male,1
APP104832,606,76700.0,0.541,12.8,38,13,0,12900.0,1,Group B,Male,1
APP104833,702,69500.0,0.313,9.2,23,4,1,19500.0,4,Group B,Female,1
APP104834,703,64400.0,0.402,2.8,32,6,0,18100.0,4,Group A,Male,1
APP104835,565,76200.0,0.414,10.3,30,3,0,25100.0,3,Group B,Male,0
APP104836,637,84200.0,0.189,1.0,34,10,1,24100.0,2,Group A,Male,0
APP104837,799,107900.0,0.334,1.0,55,10,0,11100.0,2,Group A,Female,1
APP104838,721,55500.0,0.362,0.8,37,6,0,8300.0,2,Group A,Male,1
APP104839,710,71100.0,0.328,7.5,33,5,0,3200.0,4,Group A,Female,0
APP104840,637,65900.0,0.336,1.9,49,10,0,18000.0,2,Group B,Female,0
APP104841,699,92600.0,0.504,17.2,45,1,1,34300.0,2,Group A,Female,1
APP104842,679,125600.0,0.249,10.8,65,8,2,16100.0,2,Group A,Male,0
APP104843,628,93400.0,0.2,6.6,53,3,0,17800.0,3,Group A,Female,0
APP104844,648,87200.0,0.275,3.4,21,3,0,20300.0,4,Group A,Male,0
APP104845,649,89800.0,0.422,3.7,51,4,0,18200.0,1,Group A,Female,1
APP104846,583,98400.0,0.433,6.6,49,10,0,7000.0,1,Group A,Female,1
APP104847,594,125900.0,0.407,0.3,61,7,1,11800.0,1,Group A,Male,0
APP104848,667,27600.0,0.44,2.0,39,3,0,15700.0,1,Group A,Female,0
APP104849,625,82400.0,0.368,12.8,54,5,0,32200.0,4,Group B,Male,1
APP104850,660,18000.0,0.283,7.3,37,7,0,28800.0,4,Group A,Male,0
APP104851,576,90800.0,0.236,5.1,44,7,0,7700.0,3,Group B,Male,1
APP104852,732,81200.0,0.201,0.9,28,8,0,30100.0,3,Group B,Female,0
APP104853,815,54900.0,0.315,3.5,25,7,0,33700.0,3,Group A,Female,0
APP104854,747,18000.0,0.427,12.3,51,3,0,22000.0,4,Group A,Female,0
APP104855,753,67700.0,0.366,1.7,41,7,0,12600.0,3,Group B,Male,0
APP104856,721,73300.0,0.343,8.4,26,4,1,18600.0,1,Group A,Female,1
APP104857,697,66500.0,0.224,15.1,51,3,0,32100.0,3,Group A,Female,1
APP104858,686,53100.0,0.624,1.9,21,5,0,7800.0,1,Group A,Female,0
APP104859,621,46500.0,0.249,,31,6,0,14300.0,4,Group A,Male,0
APP104860,725,66800.0,0.353,5.8,21,4,1,21600.0,4,Group A,Male,0
APP104861,721,48800.0,0.45,3.5,55,7,2,14800.0,5,Group B,Female,0
APP104862,650,87400.0,0.345,6.4,36,8,0,2800.0,1,Group A,Male,1
APP104863,714,66100.0,0.251,4.3,42,6,1,7600.0,1,Group B,Male,1
APP104864,635,26600.0,0.429,3.6,45,6,1,5700.0,4,Group A,Female,0
APP104865,639,72200.0,0.193,3.2,51,4,1,14000.0,2,Group A,Male,0
APP104866,730,77900.0,0.532,1.6,49,4,1,34200.0,2,Group A,Male,1
APP104867,708,106800.0,0.371,1.9,51,8,0,30500.0,3,Group A,Male,1
APP104868,665,90300.0,0.312,0.7,38,4,0,18300.0,1,Group A,Female,0
APP104869,657,46400.0,0.184,2.5,51,3,0,23800.0,3,Group A,Female,1
APP104870,691,102200.0,0.213,8.3,33,6,1,19600.0,5,Group A,Male,1
APP104871,561,34700.0,0.334,0.9,36,8,1,16300.0,3,Group A,Male,0
APP104872,631,68700.0,0.548,9.4,23,7,0,18300.0,5,Group B,Female,0
APP104873,598,86100.0,0.366,0.9,61,8,1,15100.0,5,Group A,Male,0
APP104874,681,103000.0,0.378,5.9,29,2,0,6600.0,3,Group A,Female,1
APP104875,751,113300.0,0.382,0.2,58,7,0,18300.0,1,Group A,Female,1
APP104876,711,98600.0,0.6,4.5,47,4,0,10800.0,3,Group A,Male,1
APP104877,647,64700.0,0.291,7.9,43,11,0,13300.0,2,Group B,Male,0
APP104878,634,81900.0,0.512,8.0,45,5,1,22100.0,2,Group A,Male,0
APP104879,631,73400.0,0.296,1.7,28,2,0,3700.0,3,Group A,Female,0
APP104880,810,51000.0,0.263,5.8,60,10,1,8000.0,1,Group A,Male,0
APP104881,684,65200.0,0.331,11.1,37,4,0,17900.0,1,Group A,Female,1
APP104882,693,111100.0,0.331,3.0,53,3,0,7300.0,3,Group A,Female,1
APP104883,543,83500.0,0.402,4.3,34,8,0,12200.0,2,Group A,Female,1
APP104884,603,117400.0,0.084,9.7,24,7,0,25700.0,1,Group B,Female,0
APP104885,677,42000.0,0.356,13.1,65,5,1,15500.0,4,Group B,Male,0
APP104886,648,58800.0,0.274,7.5,34,5,0,11200.0,3,Group A,Female,1
APP104887,689,78000.0,0.26,8.1,47,5,0,25000.0,1,Group B,Female,1
APP104888,688,85800.0,0.197,0.0,21,9,0,2400.0,1,Group A,Male,1
APP104889,719,65200.0,0.3,4.6,40,8,0,4900.0,3,Group B,Male,1
APP104890,559,87200.0,0.283,0.6,48,5,1,5600.0,1,Group A,Male,1
APP104891,608,87000.0,0.293,4.9,43,8,1,11900.0,2,Group A,Male,1
APP104892,674,34700.0,0.16,1.5,40,7,0,3800.0,2,Group A,Female,1
APP104893,638,86100.0,0.351,5.5,38,4,1,34600.0,1,Group A,Male,1
APP104894,660,93800.0,0.253,11.0,51,5,1,1000.0,3,Group B,Female,0
APP104895,687,75100.0,0.16,1.3,25,5,0,21700.0,3,Group A,Female,0
APP104896,632,23800.0,0.28,6.4,38,4,0,14300.0,4,Group A,Male,0
APP104897,692,61400.0,0.255,0.8,58,8,0,18500.0,5,Group A,Female,0
APP104898,715,78500.0,0.345,0.0,23,10,0,12800.0,2,Group B,Male,1
APP104899,684,47200.0,0.278,1.1,40,5,0,15900.0,4,Group B,Male,0
APP104900,727,90000.0,0.181,0.6,28,7,0,9000.0,1,Group A,Male,1
APP104901,539,85500.0,0.242,4.1,45,4,0,28600.0,1,Group A,Male,0
APP104902,642,71200.0,0.15,1.2,41,5,0,6100.0,2,Group A,Male,1
APP104903,738,68400.0,0.465,5.2,30,6,1,16500.0,5,Group B,Male,1
APP104904,624,72600.0,0.483,0.4,41,8,1,39500.0,3,Group B,Male,0
APP104905,615,67900.0,0.496,8.4,42,7,0,25000.0,1,Group A,Male,0
APP104906,672,37100.0,0.275,11.2,34,5,0,6800.0,4,Group B,Female,1
APP104907,679,57700.0,0.483,3.4,36,6,0,29500.0,4,Group A,Male,0
APP104908,645,69700.0,0.385,18.0,33,3,0,20800.0,3,Group B,Female,1
APP104909,800,102000.0,0.25,4.2,21,4,0,13900.0,3,Group A,Female,1
APP104910,699,84600.0,0.271,5.3,52,4,0,25200.0,2,Group A,Female,0
APP104911,621,103300.0,0.321,0.5,55,5,1,29900.0,2,Group A,Female,0
APP104912,586,34300.0,0.351,10.1,21,6,0,11300.0,2,Group A,Female,0
APP104913,706,59500.0,0.38,5.5,55,9,0,13800.0,5,Group B,Female,0
APP104914,620,117800.0,0.34,2.6,46,1,0,13500.0,3,Group A,Female,1
APP104915,820,50200.0,0.302,7.4,28,7,2,23000.0,1,Group B,Female,1
APP104916,708,49700.0,0.489,0.0,38,4,1,25900.0,5,Group B,Male,1
APP104917,716,61500.0,0.327,0.4,33,10,0,23700.0,1,Group A,Female,1
APP104918,696,116400.0,0.321,1.4,52,7,0,9300.0,1,Group B,Female,0
APP104919,753,51900.0,0.316,3.2,30,8,0,35000.0,1,Group A,Male,0
APP104920,524,81400.0,0.328,5.2,66,9,0,10500.0,1,Group A,Female,0
APP104921,602,77400.0,0.19,5.2,55,8,1,20400.0,3,Group A,Female,0
APP104922,747,21700.0,0.23,0.2,26,6,0,16400.0,4,Group A,Female,1
APP104923,778,67600.0,0.609,0.2,61,5,0,8500.0,4,Group B,Male,1
APP104924,600,54700.0,0.158,10.1,50,5,0,20200.0,3,Group A,Male,1
APP104925,562,84300.0,0.37,1.1,39,4,0,18700.0,5,Group A,Male,0
APP104926,691,109700.0,0.378,11.0,49,6,1,24300.0,5,Group A,Female,0
APP104927,712,59700.0,0.451,16.6,52,7,0,17700.0,1,Group A,Female,0
APP104928,690,59700.0,0.38,3.0,32,3,1,20100.0,3,Group B,Female,0
APP104929,676,128400.0,0.548,2.3,51,8,0,34300.0,1,Group A,Male,0
APP104930,560,50900.0,0.366,4.1,36,4,0,16300.0,1,Group B,Male,0
APP104931,656,35800.0,0.488,1.1,51,6,0,3200.0,1,Group A,Female,0
APP104932,665,101100.0,0.454,2.3,39,10,0,26400.0,4,Group B,Female,0
APP104933,644,66800.0,0.51,3.6,29,5,0,25800.0,2,Group A,Male,0
APP104934,555,74800.0,0.343,1.7,49,3,0,5400.0,3,Group A,Male,1
APP104935,718,121600.0,0.384,1.9,36,3,0,7000.0,3,Group A,Male,1
APP104936,736,34300.0,0.299,4.4,43,6,1,13500.0,4,Group A,Female,1
APP104937,628,63300.0,0.358,1.1,46,6,1,9700.0,1,Group B,Female,0
APP104938,668,38300.0,0.364,0.0,59,6,0,14800.0,4,Group A,Male,1
APP104939,648,76000.0,0.111,1.8,36,11,0,15300.0,1,Group A,Female,1
APP104940,648,54700.0,0.324,0.1,31,4,0,17100.0,1,Group B,Female,0
APP104941,712,39800.0,0.438,1.7,61,3,1,29400.0,3,Group A,Female,1
APP104942,714,85600.0,0.191,7.3,41,6,0,36900.0,1,Group A,Male,0
APP104943,750,68200.0,0.232,6.6,34,8,0,6700.0,4,Group B,Male,1
APP104944,749,38000.0,0.467,0.9,45,4,1,19000.0,5,Group A,Female,0
APP104945,669,39400.0,0.488,5.0,37,7,0,27900.0,3,Group B,Female,0
APP104946,850,73000.0,0.272,2.0,38,8,0,29100.0,5,Group A,Female,1
APP104947,781,27900.0,0.359,1.9,72,6,2,5000.0,4,Group B,Female,0
APP104948,637,73500.0,0.331,0.5,29,11,0,18000.0,1,Group A,Male,0
APP104949,688,100100.0,0.469,6.8,24,7,0,26300.0,5,Group B,Male,1
APP104950,551,84000.0,0.281,3.7,56,6,0,10500.0,4,Group A,Male,0
APP104951,682,53000.0,0.298,7.0,36,4,1,12400.0,5,Group B,Female,0
APP104952,789,74600.0,0.487,12.7,45,6,1,26400.0,5,Group A,Male,1
APP104953,850,38000.0,0.23,1.8,49,10,0,13800.0,5,Group B,Female,1
APP104954,672,71300.0,0.285,2.2,21,9,1,23500.0,3,Group A,Female,0
APP104955,702,60200.0,0.355,0.3,55,6,0,33400.0,1,Group A,Female,0
APP104956,719,43100.0,0.508,1.1,34,6,0,20000.0,4,Group B,Female,1
APP104957,809,83000.0,0.209,1.2,64,2,0,14900.0,2,Group A,Female,1
APP104958,616,20500.0,0.262,27.3,31,8,1,23900.0,3,Group A,Male,0
APP104959,850,39500.0,0.405,0.5,60,7,0,21900.0,5,Group B,Female,1
APP104960,659,42400.0,0.422,0.9,62,6,1,13600.0,5,Group A,Male,1
APP104961,604,55900.0,0.363,0.9,35,3,0,18900.0,3,Group A,Male,0
APP104962,660,99200.0,0.327,3.8,39,8,0,25100.0,2,Group A,Female,0
APP104963,627,86100.0,0.354,0.4,37,7,0,20400.0,4,Group A,Female,1
APP104964,707,70500.0,0.174,1.7,59,8,2,10100.0,3,Group A,Female,1
APP104965,573,69400.0,0.351,2.6,43,8,1,25400.0,3,Group A,Male,0
APP104966,689,67700.0,0.503,5.9,47,6,0,16200.0,2,Group A,Male,0
APP104967,723,100900.0,0.195,1.9,39,6,0,15200.0,2,Group A,Female,0
APP104968,776,24400.0,0.254,15.0,47,6,0,3400.0,1,Group A,Female,1
APP104969,724,86500.0,0.296,0.6,47,6,1,30200.0,2,Group A,Male,1
APP104970,772,55800.0,0.303,0.2,34,6,0,22900.0,3,Group A,Female,1
APP104971,641,80100.0,0.543,0.2,62,5,0,14500.0,5,Group A,Female,0
APP104972,706,80200.0,0.237,3.7,39,6,0,23700.0,4,Group A,Female,0
APP104973,535,85600.0,0.216,0.2,53,8,1,28100.0,2,Group B,Male,0
APP104974,673,106000.0,0.425,2.7,26,4,2,26000.0,5,Group A,Female,1
APP104975,705,35100.0,0.269,2.0,49,3,0,15000.0,1,Group A,Male,1
APP104976,711,92100.0,0.427,5.8,54,6,0,9500.0,1,Group A,Male,1
APP104977,578,66500.0,0.318,2.6,44,2,0,13000.0,3,Group A,Male,0
APP104978,655,56900.0,0.39,2.6,54,6,0,21200.0,1,Group B,Female,0
APP104979,664,116800.0,0.168,3.4,33,7,0,6400.0,1,Group B,Female,1
APP104980,652,84800.0,0.39,16.4,47,6,0,34200.0,5,Group B,Male,0
APP104981,727,58000.0,0.364,9.0,23,5,0,20900.0,1,Group A,Male,1
APP104982,666,91000.0,0.312,6.9,43,6,0,27700.0,1,Group A,Male,1
APP104983,686,66900.0,0.204,7.5,31,4,1,10000.0,1,Group A,Male,1
APP104984,648,57600.0,0.364,1.2,40,6,0,19400.0,3,Group A,Female,0
APP104985,749,53500.0,0.42,7.9,58,5,0,12800.0,2,Group A,Male,0
APP104986,754,75300.0,0.282,3.3,62,8,1,1700.0,1,Group A,Male,1
APP104987,660,53300.0,0.284,8.9,26,11,1,23500.0,2,Group A,Female,1
APP104988,850,71700.0,0.427,1.7,56,5,0,29400.0,3,Group B,Male,1
APP104989,630,89300.0,0.528,9.8,58,5,1,39400.0,3,Group A,Female,0
APP104990,745,70700.0,0.443,2.6,45,8,0,20700.0,2,Group A,Female,1
APP104991,618,115400.0,0.365,1.2,57,3,1,14300.0,3,Group B,Female,1
APP104992,730,68300.0,0.313,2.4,36,5,0,26200.0,5,Group B,Female,0
APP104993,725,100400.0,0.337,5.9,35,9,0,11700.0,3,Group A,Male,1
APP104994,614,91400.0,0.194,1.3,35,6,1,12700.0,1,Group A,Female,0
APP104995,672,104600.0,0.323,1.6,50,6,0,17400.0,1,Group A,Female,1
APP104996,801,115300.0,0.463,10.1,40,9,1,9700.0,5,Group A,Male,0
APP104997,627,25700.0,0.344,2.4,32,6,0,10100.0,3,Group A,Female,0
APP104998,706,74400.0,0.271,21.0,33,6,1,31700.0,1,Group A,Female,1
APP104999,702,65300.0,0.261,1.3,41,6,0,10100.0,3,Group A,Female,1
APP105000,677,70700.0,0.337,0.5,31,3,0,23200.0,3,Group A,Female,0
APP105001,567,58500.0,0.204,1.3,49,6,1,10500.0,1,Group A,Male,1
APP105002,734,55000.0,0.24,3.7,55,5,0,16700.0,3,Group B,Female,1
APP105003,681,41600.0,0.509,5.0,53,5,1,21200.0,5,Group A,Female,0
APP105004,752,70300.0,0.226,0.3,75,6,1,19000.0,2,Group A,Female,0
APP105005,695,90400.0,0.252,6.5,46,7,1,10500.0,1,Group A,Male,0
APP105006,684,56200.0,0.372,0.2,61,10,0,26000.0,5,Group B,Female,0
APP105007,704,60100.0,0.291,8.4,43,3,0,19100.0,2,Group A,Female,1
APP105008,616,51200.0,0.35,1.3,38,7,0,2700.0,4,Group B,Male,0
APP105009,781,44100.0,0.435,0.4,42,10,0,26200.0,2,Group A,Female,0
APP105010,656,62300.0,0.17,2.2,43,3,0,18700.0,1,Group A,Female,1
APP105011,656,76200.0,0.423,2.1,40,6,0,16600.0,1,Group A,Female,1
APP105012,764,98200.0,0.276,27.9,28,7,0,20300.0,5,Group A,Female,1
APP105013,696,39400.0,0.309,1.8,29,9,0,2900.0,4,Group B,Male,0
APP105014,665,67300.0,0.551,1.0,55,3,0,10700.0,4,Group A,Female,0
APP105015,707,96300.0,0.186,10.3,51,7,1,19600.0,1,Group A,Female,1
APP105016,721,39700.0,0.405,1.2,62,3,0,9000.0,3,Group A,Male,0
APP105017,672,98400.0,0.464,15.5,36,3,0,24300.0,2,Group A,Male,0
APP105018,740,57500.0,0.265,16.6,35,7,0,6500.0,3,Group A,Male,0
APP105019,597,85100.0,0.267,2.4,27,4,0,16600.0,2,Group A,Female,0
APP105020,697,62800.0,0.299,1.9,54,7,0,30300.0,5,Group B,Male,0
APP105021,732,79000.0,0.264,5.3,30,3,2,10200.0,3,Group B,Female,0
APP105022,720,106600.0,0.347,7.6,41,7,0,18100.0,4,Group B,Female,0
APP105023,534,65100.0,0.438,2.2,45,7,0,9800.0,4,Group A,Female,0
APP105024,672,91900.0,0.3,7.1,22,5,0,4100.0,1,Group A,Male,1
APP105025,601,74600.0,0.442,6.8,50,4,0,23500.0,1,Group A,Female,0
APP105026,764,49100.0,0.494,3.6,53,5,1,17500.0,5,Group A,Male,0
APP105027,655,64500.0,0.387,1.2,44,5,1,18600.0,1,Group A,Female,0
APP105028,756,63000.0,0.398,1.1,40,5,2,20700.0,3,Group A,Male,0
APP105029,601,34100.0,0.275,2.0,41,2,0,10500.0,4,Group A,Female,1
APP105030,705,79000.0,0.051,5.1,58,6,0,7100.0,3,Group A,Male,1
APP105031,681,83800.0,0.404,7.9,42,5,0,19700.0,5,Group B,Male,0
APP105032,850,87500.0,0.428,5.3,41,5,2,31300.0,3,Group A,Female,1
APP105033,757,102300.0,0.367,11.0,33,6,3,20900.0,2,Group A,Female,1
APP105034,752,90900.0,0.44,11.2,21,9,0,5300.0,2,Group A,Female,0
APP105035,812,53500.0,0.28,0.1,54,9,0,44400.0,3,Group A,Female,0
APP105036,698,58600.0,0.397,0.0,41,4,0,6900.0,5,Group B,Male,1
APP105037,674,88100.0,0.502,1.3,30,3,0,1500.0,1,Group A,Male,0
APP105038,666,77400.0,0.413,5.8,66,5,0,33800.0,1,Group B,Female,0
APP105039,701,67600.0,0.488,13.3,46,8,1,10700.0,3,Group B,Female,1
APP105040,500,47000.0,0.488,7.1,39,7,1,13500.0,2,Group A,Female,0
APP105041,680,55300.0,0.206,6.7,53,6,0,28400.0,4,Group A,Male,0
APP105042,695,82000.0,0.419,12.1,45,5,1,33000.0,1,Group A,Female,1
APP105043,670,21200.0,0.27,0.5,45,5,0,16400.0,1,Group A,Male,1
APP105044,580,18000.0,0.218,1.4,34,6,1,24700.0,3,Group A,Female,0
APP105045,670,84600.0,0.309,10.3,49,9,2,34300.0,5,Group B,Female,0
APP105046,580,55200.0,0.533,1.8,52,3,1,7400.0,1,Group A,Female,1
APP105047,795,79200.0,0.28,,34,6,1,20600.0,3,Group B,Male,1
APP105048,663,105800.0,0.147,5.9,21,12,0,14500.0,2,Group A,Male,0
APP105049,546,43700.0,0.181,6.1,52,7,1,7100.0,3,Group B,Male,0
APP105050,667,27900.0,0.393,12.1,49,6,1,26400.0,2,Group A,Male,0
APP105051,738,61400.0,0.257,7.4,51,4,0,28800.0,1,Group A,Male,1
APP105052,691,51600.0,0.115,6.7,42,4,0,23800.0,3,Group A,Female,0
APP105053,621,67400.0,0.185,12.2,53,3,0,23200.0,2,Group A,Male,1
APP105054,636,80900.0,0.358,2.0,33,6,0,15500.0,3,Group B,Male,1
APP105055,661,75800.0,0.426,11.7,39,5,0,20900.0,1,Group A,Female,1
APP105056,651,69100.0,0.291,0.5,28,5,0,23000.0,4,Group A,Male,0
APP105057,598,93400.0,0.411,1.5,55,4,1,39100.0,5,Group A,Male,0
APP105058,676,84100.0,0.441,3.7,40,9,0,3500.0,2,Group A,Female,1
APP105059,593,63600.0,0.254,4.3,44,4,2,12500.0,2,Group A,Male,0
APP105060,742,83200.0,0.327,,46,7,1,16300.0,5,Group A,Male,0
APP105061,750,30900.0,0.274,6.2,38,6,0,22300.0,1,Group A,Female,0
APP105062,615,93500.0,0.399,4.0,51,5,0,31400.0,4,Group A,Male,1
APP105063,633,68500.0,0.273,10.3,61,4,0,27200.0,3,Group A,Male,1
APP105064,653,39200.0,0.207,0.4,53,7,1,15400.0,2,Group B,Male,1
APP105065,678,58000.0,0.346,11.1,21,5,0,23800.0,2,Group A,Male,0
APP105066,697,92900.0,0.462,0.5,42,9,1,17000.0,2,Group A,Female,0
APP105067,710,49600.0,0.396,1.6,43,5,0,20300.0,2,Group A,Male,0
APP105068,709,77900.0,0.451,11.4,56,5,1,27300.0,1,Group A,Male,1
APP105069,781,89100.0,0.441,2.0,34,0,0,1000.0,1,Group A,Male,1
APP105070,684,68600.0,0.345,5.0,29,3,1,15600.0,5,Group A,Female,1
APP105071,595,47200.0,0.274,0.8,51,3,0,9200.0,1,Group A,Male,0
APP105072,575,66500.0,0.244,16.0,41,5,0,10100.0,1,Group A,Female,1
APP105073,786,34200.0,0.165,1.2,34,5,0,12500.0,1,Group A,Male,1
APP105074,713,56300.0,0.471,1.0,38,5,0,1200.0,2,Group B,Female,1
APP105075,693,41400.0,0.304,1.3,24,6,0,29600.0,2,Group A,Male,0
APP105076,709,66900.0,0.152,14.0,43,10,0,41000.0,1,Group A,Male,1
APP105077,690,37500.0,0.476,0.3,37,10,0,19700.0,4,Group A,Female,0
APP105078,708,70000.0,0.35,3.0,47,7,0,32600.0,4,Group A,Male,0
APP105079,656,95200.0,0.446,14.5,39,6,0,12100.0,2,Group B,Female,0
APP105080,749,96700.0,0.311,1.9,41,2,0,30000.0,4,Group A,Female,1
APP105081,646,38100.0,0.253,10.9,36,5,1,13800.0,2,Group A,Female,1
APP105082,621,52000.0,0.389,0.4,38,7,0,12900.0,2,Group A,Male,1
APP105083,570,88500.0,0.398,1.4,27,5,0,19500.0,5,Group A,Female,0
APP105084,665,84900.0,0.309,1.4,53,4,0,34300.0,1,Group B,Male,1
APP105085,762,53200.0,0.484,10.9,40,12,0,28400.0,2,Group A,Female,1
APP105086,650,56300.0,0.444,5.5,21,12,1,31200.0,5,Group B,Female,0
APP105087,590,70000.0,0.402,9.5,22,4,0,5200.0,2,Group A,Female,0
APP105088,699,24000.0,0.218,4.0,53,4,0,8100.0,5,Group B,Female,0
